beer_id,beer_name,beer_advocates_style,beer_abv,abv_strength,beer_style_ibu_avg,brewery_name
1811,Stone Mill Organic Pale Ale,English Pale Ale,5.5,2,30.0,Green Valley Brewing Company (Crooked Creek)
1812,Stone Belgo Anise Imperial Russian Stout,Russian Imperial Stout,10.5,4,70.0,Stone Brewing Co.
1813,Stone 14th Anniversary Emperial IPA,American Imperial IPA,8.9,3,82.5,Stone Brewing Co.
1814,Stone 09.09.09 Vertical Epic Ale,Belgian Strong Dark Ale,8.6,3,37.5,Stone Brewing Co.
1815,Stillwater Mikkeller Two Gypsies Our Side,Belgian Saison,7.5,3,29.0,Stillwater Artisanal Ales
1816,Stiegl Pils,German Pilsner,4.9,2,32.5,Stieglbrauerei zu Salzburg GmbH
1817,Stiegl Goldbräu,German Helles,4.9,2,21.5,Stieglbrauerei zu Salzburg GmbH
1818,Sticke It To The Man,German Altbier,10.0,4,37.5,O'Fallon Brewery
1819,Stegmaier Amber Lager,American Amber Red Lager,5.3,2,24.0,"Lion Brewery, Inc."
1820,Steelhead Double India Pale Ale,American Imperial IPA,8.6,3,82.5,Mad River Brewing Company
1821,Steel Toe Stout,English Sweet Milk Stout,5.4,2,20.0,Ska Brewing Co.
1822,Steam Train Porter,American Porter,5.3,2,30.0,Snoqualmie Falls Brewing Company & Taproom
1823,Stateside Saison,Belgian Saison,6.8,3,29.0,Stillwater Artisanal Ales
1824,Stateside IPA,American IPA,7.0,3,60.0,Mikkeller ApS
1825,State Pen Porter,American Porter,6.4,3,30.0,Santa Fe Brewing Company
1826,Stag,American Adjunct Lager,5.2,2,13.0,Pabst Brewing Company
1827,St. Vrain Tripel,Belgian Tripel,9.0,4,30.0,Left Hand Brewing Company
1828,St. Sebastiaan Grande Reserve,Belgian Strong Pale Ale,10.0,4,30.0,Brouwerij Sterkens N.V.
1829,St. Sebastiaan Golden,Belgian Tripel,7.7,3,30.0,Brouwerij Sterkens N.V.
1830,St. Peter's Old-Style Porter,English Porter,5.1,2,25.0,St. Peter's Brewery Co Ltd
1831,St. Peter's India Pale Ale,English India Pale Ale (IPA),4.9,2,47.5,St. Peter's Brewery Co Ltd
1832,St. Peter's Golden Ale,English Pale Ale,4.7,2,30.0,St. Peter's Brewery Co Ltd
1833,St. Peter's English Ale,English Pale Ale,4.5,2,30.0,St. Peter's Brewery Co Ltd
1834,St. Peter's Cream Stout,English Sweet Milk Stout,6.5,3,20.0,St. Peter's Brewery Co Ltd
1835,St. Pauli N. A.,Low Alcohol Beer,0.5,4,15.0,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.
1836,St. Pauli Girl Special Dark,Munich Dunkel Lager,4.8,2,20.0,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.
1837,St. Patrick's Best,English Bitter,4.2,2,27.5,Strangford Lough Brewing Company Ltd
1838,St. Lupulin,American Pale Ale (APA),6.5,3,37.5,Odell Brewing Company
1839,St. Louis Pêche,Belgian Fruit Lambic,3.5,1,18.0,Brouwerij Van Honsebrouck N.V.
1840,St. Louis Kriek,Belgian Fruit Lambic,4.5,2,18.0,Brouwerij Van Honsebrouck N.V.
1841,St. Louis Gueuze Fond Tradition,Belgian Gueuze,5.0,2,5.0,Brouwerij Van Honsebrouck N.V.
1842,St. Louis Framboise,Belgian Fruit Lambic,4.5,2,18.0,Brouwerij Van Honsebrouck N.V.
1843,St. Bernardus Witbier,Belgian Witbier,5.5,2,15.0,Brouwerij St. Bernardus NV
1844,St. Benedict's Winter Ale,Winter Warmer,6.2,3,42.5,Stevens Point Brewery
1845,St-Ambroise Pale Ale,American Pale Ale (APA),5.0,2,37.5,McAuslan Brewing
1846,St-Ambroise Oatmeal Stout,English Oatmeal Stout,5.0,2,30.0,McAuslan Brewing
1847,Springboard,Belgian Pale Ale,6.2,3,25.0,New Belgium Brewing
1848,Spring Ale Dortmunder Style,European Export Dortmunder,5.5,2,26.0,Spoetzl Brewery
1849,Specialty Beer XXX Black Double IPA,American Black Ale,8.5,3,60.0,Midnight Sun Brewing Co.
1850,Special Edition Oktoberfest Lager,German Märzen Oktoberfest,6.1,3,21.5,Mendocino Brewing Company
1851,Special Edition Imperial IPA,American Imperial IPA,7.5,3,82.5,Mendocino Brewing Company
1852,Special Edition Bock Beer,German Bock,7.0,3,25.0,Mendocino Brewing Company
1853,Special Amber,Vienna Lager,5.0,2,22.5,Sprecher Brewing Company
1854,Spaten Dunkel,Munich Dunkel Lager,5.5,2,20.0,Spaten-Franziskaner-Bräu
1855,Southampton IPA,American IPA,6.5,3,60.0,Southampton Publick House
1856,Southampton Cuvee Des Fleurs,Belgian Saison,8.2,3,29.0,Southampton Publick House
1857,Southampton Altbier,German Altbier,5.0,2,37.5,Southampton Publick House
1858,Southampton Abbot 12,Belgian Quadrupel (Quad),10.5,4,37.5,Southampton Publick House
1859,Son Of A Peach,American Pale Wheat Ale,5.8,2,22.5,RJ Rockers Brewing Company
1860,Solstice D'hiver,American Barleywine,9.8,4,80.0,Brasserie Dieu Du Ciel
1861,Solstice,Belgian Tripel,9.0,4,30.0,Pisgah Brewing Co.
1862,Sol,American Adjunct Lager,4.5,2,13.0,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V."
1863,Sockeye Red IPA,American IPA,5.7,2,60.0,Midnight Sun Brewing Co.
1864,Snowstorm 2010,German Weizenbock,7.0,3,25.0,August Schell Brewing Company
1865,Snowstorm 2008,German Bock,6.0,3,25.0,August Schell Brewing Company
1866,Snowstorm 2005,German Altbier,5.0,2,37.5,August Schell Brewing Company
1867,Snowbound Winter Ale,Winter Warmer,8.6,3,42.5,Left Hand Brewing Company
1868,Snow Day Winter Ale,American Black Ale,6.2,3,60.0,New Belgium Brewing
1869,Smuttynose Summer Weizen,American Pale Wheat Ale,5.5,2,22.5,Smuttynose Brewing Company
1870,Smuttynose Baltic Porter (Big Beer Series),Baltic Porter,9.0,4,35.0,Smuttynose Brewing Company
1871,Smoked Goosinator Doppelbock,German Doppelbock,7.7,3,22.0,Left Hand Brewing Company
1872,Smoked Baltic Porter,Baltic Porter,7.5,3,35.0,Great Divide Brewing Company
1873,Smoke Jumper Smoked Imperial Porter,American Porter,9.2,4,30.0,Left Hand Brewing Company
1874,Smoke From The Oak (Wine Barrel Aged),American Porter,6.4,3,30.0,Captain Lawrence Brewing Co.
1875,Smoke (Smoked Porter),American Porter,6.0,3,30.0,O'Fallon Brewery
1876,Sleeman Porter (68*),English Porter,5.5,2,25.0,Sleeman Breweries Ltd.
1877,Sleeman Original Dark (50*),American Amber Red Ale,5.5,2,35.0,Sleeman Breweries Ltd.
1878,Sleeman IPA (46* Presents India Pale Ale),English India Pale Ale (IPA),5.3,2,47.5,Sleeman Breweries Ltd.
1879,Skinny Dip,American Blonde Ale,4.2,2,20.0,New Belgium Brewing
1880,Singletrack Copper Ale,American Pale Ale (APA),4.9,2,37.5,Boulder Beer
1881,Single-Wide I.P.A.,American IPA,5.7,2,60.0,Boulevard Brewing Co.
1882,Simcoe Single Hop IPA,American IPA,6.9,3,60.0,Mikkeller ApS
1883,Silk Porter,American Porter,6.2,3,30.0,Hoppin' Frog Brewery
1884,Sierra Nevada Stout,American Stout,5.8,2,47.5,Sierra Nevada Brewing Co.
1885,Sierra Nevada India Pale Ale,English India Pale Ale (IPA),6.8,3,47.5,Sierra Nevada Brewing Co.
1886,Sierra Nevada Estate Brewers Harvest Ale,American IPA,6.7,3,60.0,Sierra Nevada Brewing Co.
1887,Sierra Blanca Roswell Alien Amber,American Amber Red Ale,5.0,2,35.0,Sierra Blanca Brewing Company (Rio Grande)
1888,Shock Top Pumpkin Wheat,Pumpkin Beer,5.2,2,37.5,Anheuser-Busch
1889,Shock Top Belgian White,Belgian Witbier,5.2,2,15.0,Anheuser-Busch
1890,Shiva IPA,American IPA,6.0,3,60.0,Asheville Brewing Company
1891,Shipyard Barley Wine Style Ale (Pugsley's Signature Series),British Barleywine,8.5,3,50.0,Shipyard Brewing Co.
1892,Shiner Smokehaus,German Helles,4.89,2,21.5,Spoetzl Brewery
1893,Shiner Ruby Redbird,Fruit and Field Beer,4.01,2,25.0,Spoetzl Brewery
1894,Shiner Holiday Cheer,German Dunkelweizen,5.4,2,12.5,Spoetzl Brewery
1895,Shiner Dunkelweizen,German Dunkelweizen,5.4,2,12.5,Spoetzl Brewery
1896,Shiner Bock,German Bock,4.4,2,25.0,Spoetzl Brewery
1897,Shiner 99 Munich Style Helles Lager,German Helles,5.0,2,21.5,Spoetzl Brewery
1898,Shiner 102 Double Wheat,American Pale Wheat Ale,6.2,3,22.5,Spoetzl Brewery
1899,Shiner 101 Czech Style Pilsner,Bohemian Pilsener,4.6,2,37.5,Spoetzl Brewery
1900,Sheriff's India Pale Ale,English India Pale Ale (IPA),5.46,2,47.5,Sherwood Forest Brewers Ltd.
1901,Sheephead Ale,American IPA,7.7,3,60.0,Brau Brothers Brewing Co. LLC
1902,Session Black Lager,German Schwarzbier,5.4,2,25.0,Full Sail Brewery & Tasting Room & Pub
1903,Seriously Bad Elf,English Strong Ale,9.0,4,50.0,Ridgeway Brewing
1904,Seeyoulator Doppelbock,German Doppelbock,8.5,3,22.0,Boulevard Brewing Co.
1905,Sea Dog Raspberry Wheat Ale,Fruit and Field Beer,4.5,2,25.0,Sea Dog Brewing Company
1906,Scotch Style Ale Aged In  Oak Bourbon Barrels,Scotch Ale Wee Heavy,10.2,4,30.0,Sprecher Brewing Company
1907,Scotch Silly,Scotch Ale Wee Heavy,8.0,3,30.0,Brasserie de Silly S.A.
1908,Schneider Wiesen Edel-Weisse Mein Grunes,German Hefeweizen,6.2,3,12.5,Weisses Bräuhaus G. Schneider & Sohn GmbH
1909,Schmaltz's Alt,German Altbier,5.1,2,37.5,August Schell Brewing Company
1910,Schlitz Gusto (Classic 1960's Formula),American Adjunct Lager,4.7,2,13.0,JOS. Schlitz Brewing Co. (Pabst)
1911,Schlitz,American Adjunct Lager,4.6,2,13.0,JOS. Schlitz Brewing Co. (Pabst)
1912,Schlafly Winter ESB,English Extra Special Strong Bitter (ESB),6.2,3,30.0,Saint Louis Brewery
1913,Schlafly Weissbier,German Hefeweizen,4.9,2,12.5,Saint Louis Brewery
1914,Schlafly Tripel,Belgian Tripel,10.0,4,30.0,Saint Louis Brewery
1915,Schlafly Summer Lager,German Helles,4.5,2,21.5,Saint Louis Brewery
1916,Schlafly Scotch Style Ale,Scotch Ale Wee Heavy,6.2,3,30.0,Saint Louis Brewery
1917,Schlafly Saison,Belgian Saison,6.2,3,29.0,Saint Louis Brewery
1918,Schlafly Reserve Imperial Stout,Russian Imperial Stout,10.5,4,70.0,Saint Louis Brewery
1919,Schlafly Raspberry Hefeweizen,Fruit and Field Beer,3.9,1,25.0,Saint Louis Brewery
1920,Schlafly Quadrupel,Belgian Quadrupel (Quad),12.0,4,37.5,Saint Louis Brewery
1921,Schlafly Pilsner,German Pilsner,4.8,2,32.5,Saint Louis Brewery
1922,Schlafly Pale Ale,English Pale Ale,4.4,2,30.0,Saint Louis Brewery
1923,Schlafly Oktoberfest,German Märzen Oktoberfest,5.1,2,21.5,Saint Louis Brewery
1924,Schlafly No. 15,American Dark Wheat Ale,6.0,3,22.5,Saint Louis Brewery
1925,Schlafly Kölsch,German Kölsch,4.5,2,21.5,Saint Louis Brewery
1926,Schlafly Hefeweizen,American Pale Wheat Ale,4.4,2,22.5,Saint Louis Brewery
1927,Schlafly Grand Cru,Belgian Strong Pale Ale,9.0,4,30.0,Saint Louis Brewery
1928,Schlafly Export India Pale Ale,English India Pale Ale (IPA),8.0,3,47.5,Saint Louis Brewery
1929,Schlafly Dry-Hopped American Pale Ale,American Pale Ale (APA),5.9,2,37.5,Saint Louis Brewery
1930,Schlafly Christmas Ale,Herb and Spice Beer,8.0,3,22.5,Saint Louis Brewery
1931,Schlafly Bière De Garde,French Bière de Garde,7.5,3,25.0,Saint Louis Brewery
1932,Schlafly American IPA,American IPA,7.2,3,60.0,Saint Louis Brewery
1933,Schell's Pils,German Pilsner,5.6,2,32.5,August Schell Brewing Company
1934,Schell's Pale Ale,American Pale Ale (APA),5.75,2,37.5,August Schell Brewing Company
1935,Schell's Deer Brand,American Adjunct Lager,4.8,2,13.0,August Schell Brewing Company
1936,Schell's Bock,German Bock,6.1,3,25.0,August Schell Brewing Company
1937,Scarecrow Ale,English Pale Ale,4.7,2,30.0,Wychwood Brewery Company Ltd
1938,Saxo,Belgian Strong Pale Ale,8.0,3,30.0,Brasserie Caracole
1939,Saranac Vanilla Stout,American Stout,4.8,2,47.5,Matt Brewing Company
1940,Saranac Summer Ale,American Pale Wheat Ale,4.7,2,22.5,Matt Brewing Company
1941,Saranac Season's Best Nut Brown Lager,Vienna Lager,5.3,2,22.5,Matt Brewing Company
1942,Saranac Rye IPA,American IPA,5.95,2,60.0,Matt Brewing Company
1943,Saranac Pomegranate Wheat,American Pale Wheat Ale,4.7,2,22.5,Matt Brewing Company
1944,Saranac Pale Ale,English Pale Ale,5.5,2,30.0,Matt Brewing Company
1945,Saranac Octoberfest,German Märzen Oktoberfest,5.4,2,21.5,Matt Brewing Company
1946,Saranac Lake Effect Lager,Munich Dunkel Lager,5.95,2,20.0,Matt Brewing Company
1947,Saranac Lager,American Lager,4.7,2,37.5,Matt Brewing Company
1948,Saranac Kölsch,German Kölsch,5.0,2,21.5,Matt Brewing Company
1949,Saranac Irish Stout,Irish Dry Stout,5.5,2,35.0,Matt Brewing Company
1950,Saranac Irish Red Ale,Irish Red Ale,4.5,2,25.0,Matt Brewing Company
1951,Saranac India Copper Ale,American IPA,6.0,3,60.0,Matt Brewing Company
1952,Saranac India Brown Ale,American Brown Ale,6.0,3,35.0,Matt Brewing Company
1953,Saranac High Peaks Series Imperial IPA,American Imperial IPA,8.5,3,82.5,Matt Brewing Company
1954,Saranac Hefeweizen,German Hefeweizen,5.6,2,12.5,Matt Brewing Company
1955,Saranac Golden Pilsener,German Pilsner,5.1,2,32.5,Matt Brewing Company
1956,Saranac ESB,English Extra Special Strong Bitter (ESB),5.5,2,30.0,Matt Brewing Company
1957,Saranac Caramel Porter,American Porter,5.4,2,30.0,Matt Brewing Company
1958,Saranac Bohemian Pilsener,Bohemian Pilsener,4.8,2,37.5,Matt Brewing Company
1959,Saranac Black & Tan,American Porter,5.4,2,30.0,Matt Brewing Company
1960,Saranac Belgian Ale,Belgian Pale Ale,5.9,2,25.0,Matt Brewing Company
1961,Samurai Ale,American Blonde Ale,5.1,2,20.0,Great Divide Brewing Company
1962,Samuel Adams Wee Heavy (Imperial Series),Scotch Ale Wee Heavy,10.0,4,30.0,Boston Beer Company (Samuel Adams)
1963,Samuel Adams Triple Bock,American Strong Ale,17.5,4,70.0,Boston Beer Company (Samuel Adams)
1964,Samuel Adams Rustic Saison,Belgian Saison,4.35,2,29.0,Boston Beer Company (Samuel Adams)
1965,Samuel Adams Harvest Pumpkin Ale,Pumpkin Beer,5.7,2,37.5,Boston Beer Company (Samuel Adams)
1966,Samuel Adams East-West Kölsch,German Kölsch,5.01,2,21.5,Boston Beer Company (Samuel Adams)
1967,Samuel Adams Dunkelweizen,German Dunkelweizen,5.1,2,12.5,Boston Beer Company (Samuel Adams)
1968,Samuel Adams Cranberry Lambic,Fruit and Field Beer,5.9,2,25.0,Boston Beer Company (Samuel Adams)
1969,Samson Stout,American Stout,5.0,2,47.5,Estes Park Brewery
1970,Samichlaus Bier Helles,German Doppelbock,14.0,4,22.0,Brauerei Schloss Eggenberg
1971,Samael's Ale,British Barleywine,16.45,4,50.0,Avery Brewing Company
1972,Saison Harvest Ale,Belgian Saison,6.5,3,29.0,New Belgium Brewing
1973,Saison Athene,Belgian Saison,7.5,3,29.0,Saint Somewhere Brewing Company
1974,Saint Landelin La Divine,French Bière de Garde,8.5,3,25.0,Les Brasseurs de Gayant
1975,Saint Bridget's Porter,American Porter,5.9,2,30.0,Great Divide Brewing Company
1976,Saint Botolph's Town,English Brown Ale,5.9,2,20.0,Pretty Things Beer & Ale Project
1977,Saigon Export,American Adjunct Lager,4.7,2,13.0,Saigon Beer Company
1978,SSS,Foreign Export Stout,9.99,4,50.0,Brouwerij De Molen
1979,SOS (Save Our Shore),German Pilsner,7.0,3,32.5,Abita Brewing Co.
1980,Rye Porter,American Porter,6.0,3,30.0,Peace Tree Brewing Co.
1981,Rye P.A. Hatter,Rye Beer,6.5,3,45.0,New Holland Brewing Company
1982,Ruth,American Pale Ale (APA),5.6,2,37.5,Hair of the Dog Brewing Company
1983,Rumpkin,Pumpkin Beer,15.9,4,37.5,Avery Brewing Company
1984,Rumble IPA,American IPA,7.1,3,60.0,Great Divide Brewing Company
1985,Rocky's Revenge Bourbon Brown,American Brown Ale,6.0,3,35.0,Tyranena Brewing Company
1986,Rocky Mountain IPA,American IPA,6.2,3,60.0,Fort Collins Brewing
1987,Rockhopper IPA,American IPA,7.5,3,60.0,RJ Rockers Brewing Company
1988,Rock Green Light,American Light Lager,3.7,1,10.0,Latrobe Brewing Co.
1989,Robert Johnson's Hellhound On My Ale,American Imperial IPA,10.0,4,82.5,Dogfish Head Brewery
1990,Riverwest Stein Beer,American Amber Red Lager,5.68,2,24.0,"Lakefront Brewery, Inc."
1991,Rising Moon Spring Ale,American Amber Red Ale,5.4,2,35.0,Coors Brewing Company
1992,Riserva,American Wild Ale,11.4,4,17.5,Weyerbacher Brewing Co.
1993,Rio Blanco Pale Ale,American Pale Ale (APA),5.2,2,37.5,Real Ale Brewing Company
1994,Ring Neck Braun Ale,English Brown Ale,6.8,3,20.0,Brau Brothers Brewing Co. LLC
1995,Rigor Mortis ABT,Belgian Quadrupel (Quad),10.5,4,37.5,Brasserie Dieu Du Ciel
1996,Ridgeway Bitter,English Bitter,4.0,2,27.5,Ridgeway Brewing
1997,Reunion: A Beer For Hope 2011,American Brown Ale,7.3,3,35.0,Shmaltz Brewing Company
1998,Reunion '08,Rye Beer,6.5,3,45.0,Bison Brewing
1999,Retro Red,American Amber Red Ale,5.2,2,35.0,Fort Collins Brewing
2000,Redpoint Ale,American Amber Red Ale,5.5,2,35.0,Avery Brewing Company
2001,Redhook Wit,Belgian Witbier,5.3,2,15.0,Redhook Ale Brewery
2002,Redhook Pilsner,Bohemian Pilsener,5.3,2,37.5,Redhook Ale Brewery
2003,Redhook ESB,English Extra Special Strong Bitter (ESB),5.77,2,30.0,Redhook Ale Brewery
2004,Redbridge,American Amber Red Lager,4.0,2,24.0,Anheuser-Busch
2005,RedLegg Ale,American Amber Red Ale,4.2,2,35.0,Barrel House Brewing Company
2006,Red Tail Lager,American Lager,4.5,2,37.5,Mendocino Brewing Company
2007,Red Stripe Light,American Light Lager,3.6,1,10.0,Desnoes & Geddes Limited
2008,Red Nectar,American Amber Red Ale,5.5,2,35.0,Nectar Ales
2009,Red Dog,American Adjunct Lager,5.0,2,13.0,Miller Brewing Co.
2010,Red Chair IPA,American IPA,6.4,3,60.0,Deschutes Brewery
2011,Red Barn Ale,Belgian Saison,6.7,3,29.0,The Lost Abbey
2012,Red Ale,American Amber Red Ale,6.2,3,35.0,Tri-City Brewing Company
2013,Raven's Eye Imperial Stout,Russian Imperial Stout,9.5,4,70.0,Eel River Brewing Co.
2014,Raspberry Wheat Ale,American Pale Wheat Ale,4.5,2,22.5,Southern Tier Brewing Company
2015,Raspberry Wheat,Fruit and Field Beer,4.1,2,25.0,Iron Hill Brewery & Restaurant
2016,Railbender Ale,Scottish Ale,6.8,3,17.0,Erie Brewing Co.
2017,Radiant Summer Ale,American Pale Ale (APA),6.0,3,37.5,Ninkasi Brewing Company
2018,Radegast Premium,Bohemian Pilsener,5.0,2,37.5,Pivovar Radegast a.s.
2019,Quintine Blonde,Belgian Strong Pale Ale,8.0,3,30.0,Brasserie Ellezelloise
2020,Quinquepartite,American Wild Ale,9.91,4,17.5,Avery Brewing Company
2021,Pursuit Of Hoppiness,American Amber Red Ale,8.0,3,35.0,Grand Teton Brewing Co.
2022,Provisions Series: Old Richland,American Barleywine,9.0,4,80.0,The Bruery
2023,Professor Gesser's Mind Numbing Ale,American IPA,7.2,3,60.0,Bluegrass Brewing Co.
2024,Presidente,American Adjunct Lager,5.0,2,13.0,Cerveceria Nacional Dominicana
2025,Premium Lager Kláster Svetlý Special 14%,Bohemian Pilsener,5.6,2,37.5,Pivovar Klaster
2026,Prelude Special Ale,Winter Warmer,6.8,3,42.5,Shipyard Brewing Co.
2027,Pre-Prohibition Style Lager,American Lager,4.5,2,37.5,Lucky Bucket Brewing Co.
2028,Prairie Path Ale,American Blonde Ale,5.1,2,20.0,Two Brothers Brewing Company
2029,Poperings Hommel Bier,Belgian IPA,7.5,3,65.0,Brouwerij Van Eecke N.V.
2030,Polestar Pilsner,German Pilsner,5.5,2,32.5,Left Hand Brewing Company
2031,Poleeko Gold Pale Ale,American Pale Ale (APA),5.5,2,37.5,Anderson Valley Brewing Company
2032,Point Reyes Porter,American Porter,6.0,3,30.0,Marin Brewing Company
2033,Point Classic Amber,American Amber Red Lager,4.7,2,24.0,Stevens Point Brewery
2034,Point Belgian White,Belgian Witbier,5.38,2,15.0,Stevens Point Brewery
2035,Podge Belgian Imperial Stout,Russian Imperial Stout,10.5,4,70.0,Picobrouwerij Alvinne
2036,Plead The 5th Imperial Stout,Russian Imperial Stout,12.0,4,70.0,Dark Horse Brewing Company
2037,Plank Bavarian Dunkler Weizenbock,German Weizenbock,7.5,3,25.0,Brauerei Michael Plank
2038,Planet Porter,American Porter,5.51,2,30.0,Boulder Beer
2039,Pitch Black IPA,American Black Ale,6.5,3,60.0,Widmer Brothers Brewing Company
2040,Pinstripe Red Ale,American Amber Red Ale,5.15,2,35.0,Ska Brewing Co.
2041,Pine Belt Pale Ale,American Pale Ale (APA),6.5,3,37.5,Southern Star Brewing Company
2042,Pilsner,German Pilsner,4.8,2,32.5,Artisan's Brewery & Italian Grill
2043,Pike Pale Ale,American Pale Ale (APA),5.3,2,37.5,Pike Pub & Brewery
2044,Piedmont Porter,American Porter,6.0,3,30.0,Minhas Craft Brewery
2045,Pick Axe IPA,American IPA,6.2,3,60.0,Tommyknocker Brewery
2046,Phin & Matt's Extraordinary Ale,American Pale Ale (APA),5.4,2,37.5,Southern Tier Brewing Company
2047,Petrus Winterbier,Belgian Dark Ale,6.5,3,20.0,Brouwerij Bavik
2048,Petrus Speciale Ale,Belgian Pale Ale,5.5,2,25.0,Brouwerij Bavik
2049,Petrus Gouden Tripel,Belgian Tripel,7.5,3,30.0,Brouwerij Bavik
2050,Petrus Dubbel,Belgian Dubbel,6.5,3,22.5,Brouwerij Bavik
2051,Petrus Blond,Belgian Pale Ale,6.6,3,25.0,Brouwerij Bavik
2052,Pete's Wicked Wanderlust Cream Ale,American Cream Ale,5.6,2,16.0,Pete's Brewing Company
2053,Pete's Wicked Rally Cap Ale,American Blonde Ale,5.0,2,20.0,Pete's Brewing Company
2054,Pete's Wicked Ale,English Brown Ale,5.5,2,20.0,Pete's Brewing Company
2055,Pete's Brown (Tribute Ale),American Brown Ale,6.3,3,35.0,Bear Republic Brewing Co.
2056,Persephone Pilsner,American Imperial Pilsner,8.75,3,47.5,Grand Teton Brewing Co.
2057,Pepe Nero,Belgian Saison,6.0,3,29.0,Goose Island Beer Co.
2058,Penn Dark,Munich Dunkel Lager,5.0,2,20.0,Pennsylvania Brewing Company
2059,Peacemaker Pale Ale,American Pale Ale (APA),5.7,2,37.5,Lonerider Brewing
2060,Paulaner Premium Pils,German Pilsner,4.9,2,32.5,Paulaner Brauerei GmbH & Co. KG
2061,Patriot Pale,American Pale Ale (APA),6.0,3,37.5,RJ Rockers Brewing Company
2062,Pass Time Pale Ale,American Pale Ale (APA),4.96,2,37.5,Boulder Beer
2063,Paradise By The Dashboard Light Doubly Blessed Cherry Porter,American Porter,7.5,3,30.0,Tyranena Brewing Company
2064,Panty Peeler,Belgian Tripel,8.5,3,30.0,Midnight Sun Brewing Co.
2065,Panil Barriquée (Sour Version),Flanders Red Ale,8.0,3,17.5,Panil
2066,Pandora's Bock,German Bock,7.5,3,25.0,Breckenridge Brewery
2067,Palma Louca Pale Pilsner,German Pilsner,4.5,2,32.5,Cervejaria Kaiser
2068,Pale,American Pale Ale (APA),6.0,3,37.5,Southern Tier Brewing Company
2069,Pabst Blue Ribbon Light,American Light Lager,4.19,2,10.0,Pabst Brewing Company
2070,Oyster Stout,English Stout,4.5,2,30.0,Marston's PLC
2071,Over Ale,American Brown Ale,6.0,3,35.0,Half Acre Beer Company
2072,Outta Kilter,Scotch Ale Wee Heavy,8.2,3,30.0,Hoppin' Frog Brewery
2073,Our Special Ale 2011 (Anchor Christmas Ale),Winter Warmer,5.5,2,42.5,Anchor Brewing Company
2074,Our Special Ale 2008 (Anchor Christmas Ale),Winter Warmer,5.5,2,42.5,Anchor Brewing Company
2075,Oudbeitje Lambic,Belgian Fruit Lambic,6.0,3,18.0,Hanssens Artisanaal bvba
2076,Oud Beersel Oude Geuze Vieille,Belgian Gueuze,6.0,3,5.0,Brouwerij Oud Beersel
2077,Oud Beersel Framboise,Belgian Fruit Lambic,5.0,2,18.0,Brouwerij Oud Beersel
2078,Otter Creek Stovepipe Porter,American Porter,4.4,2,30.0,Otter Creek Brewing
2079,Otter Creek Pale Ale,American Pale Ale (APA),4.6,2,37.5,Otter Creek Brewing
2080,Otter Creek Copper Ale,German Altbier,5.4,2,37.5,Otter Creek Brewing
2081,Oscura,California Common Steam Beer,5.3,2,40.0,Furthermore Beer
2082,Oscar's Chocolate Oatmeal Stout,English Oatmeal Stout,4.5,2,30.0,Sand Creek Brewing Company
2083,Oro De Calabaza,French Bière de Garde,8.0,3,25.0,Jolly Pumpkin Artisan Ales
2084,Ornery Amber,American Amber Red Lager,5.4,2,24.0,Tommyknocker Brewery
2085,Organic Ur Pils,German Pilsner,5.2,2,32.5,Brauerei Pinkus Mueller
2086,Organic Revolution,American Pale Ale (APA),6.2,3,37.5,New Glarus Brewing Company
2087,Organic IPA,American IPA,7.1,3,60.0,Napa Smith Brewery
2088,Organic Honeydew,English Pale Ale,5.0,2,30.0,Fuller Smith & Turner PLC
2089,Organic Hefe-Weizen,German Hefeweizen,5.1,2,12.5,Brauerei Pinkus Mueller
2090,Orchard White,Belgian Witbier,5.7,2,15.0,The Bruery
2091,Orange Blossom Cream Ale,Fruit and Field Beer,5.2,2,25.0,Buffalo Bill's Brewery
2092,Ommegang BPA (Belgian-style Pale Ale),Belgian Pale Ale,6.2,3,25.0,Brewery Ommegang
2093,Omer Traditional Blond,Belgian Strong Pale Ale,8.0,3,30.0,Brouwerij Bockor N.V.
2094,Olympia Beer,American Adjunct Lager,4.78,2,13.0,Pabst Brewing Company
2095,Olde Suffolk English (Strong Suffolk Vintage) Ale,English Old Ale,6.0,3,47.5,Greene King
2096,Old Style Light,American Light Lager,3.8,1,10.0,Pabst Brewing Company
2097,Old Style,American Adjunct Lager,4.72,2,13.0,Pabst Brewing Company
2098,Old Speckled Hen,English Pale Ale,5.2,2,30.0,Greene King
2099,Old Rasputin XII,Russian Imperial Stout,11.2,4,70.0,North Coast Brewing Co.
2100,Old Plowshare Stout,American Stout,5.7,2,47.5,North Coast Brewing Co.
2101,Old Milwaukee Light,American Light Lager,3.88,1,10.0,Pabst Brewing Company
2102,Old Milwaukee Beer,American Adjunct Lager,4.6,2,13.0,Pabst Brewing Company
2103,Old Man Winter Warmer,British Barleywine,10.3,4,50.0,Lake Superior Brewing Company
2104,Old Man Ale,English Brown Ale,5.0,2,20.0,Coniston Brewing Co. Ltd
2105,Old Man (Winter Ale),English Old Ale,7.7,3,47.5,Southern Tier Brewing Company
2106,Old Cherry,Fruit and Field Beer,6.5,3,25.0,New Belgium Brewing
